DESTINO;ORIGEN;UNIDAD DE MEDIDA;CANTIDAD;FOBDOL;FOBPES
BOL;BOG;KG;134,64;21027,2;87659873,53
BOL;BOG;U;1;75688,33;314727970,7
BOL;BOG;U;901;3378,25;14069262,64
BOL;BOG;2U;1182;7342,26;30488587,8
BOL;BOG;U;48;805,08;3343078,59
BOL;BOG;U;33;543,18;2255544,08
BOL;BOG;U;47;5405;23543099
BOL;BOG;U;23;2185;9517423
BOL;BOG;U;2;6770;28495877,8
BOL;BOG;KG;3322,35;22983,57;96447944,73
BOL;BOG;KG;379,32;16935,02;71007386,55
BOL;BOG;KG;382,28;13067,11;54827659,27
BOL;BOG;KG;38,22;972,15;4086938,05
BOL;BOG;KG;1882,83;38532,58;160860190,5
BOL;BOG;KG;102,25;360,04;1495384,5
BOL;BOG;KG;94,23;582,77;2399058,3
BOL;BOG;KG;25,14;130,03;543828,36
BOL;BOG;KG;726,2;88768,14;370127636,5
BOL;BOG;KG;237,5;4428,81;18538325,27
BOL;BOG;KG;424,15;10957,52;45822476,43
BOL;BOG;KG;110,53;2943,4;12255315,95
BOL;BOG;KG;82,89;2066,75;8610644,71
BOL;BOG;KG;2067,04;49343,96;205749319,2
BOL;BOG;KG;381,03;926,66;3847937,11
BOL;BOG;KG;183,17;717,98;3037571,66
BOL;BOG;KG;19,87;474,65;1979100,64
BOL;BOG;KG;18,02;164;698149,15
BOL;BOG;KG;35,9;898,2;3797129,59
BOL;BOG;KG;8;105,05;452452,45
BOL;BOG;KG;75;1730,25;7536622,95
BOL;BOG;KG;16;280;1170394,4
BOL;BOG;KG;580;5730;24084980,2
BOL;BOG;KG;300;4323;18042732,18
BOL;BOG;KG;36;1239,94;5212325,68
BOL;BOG;KG;156,33;3735,68;15576291,32
BOL;BOG;KG;123,2;12893,04;53763470,42
BOL;BOG;KG;103;943,97;4021761,09
BOL;BOG;KG;20,57;478,18;2030601,32
BOL;BOG;KG;148,4;1873,15;7829509,57
BOL;BOG;KG;4,02;63,72;266401,74
BOL;BOG;KG;58,69;296,02;1238053,32
BOL;BOG;U;220;1017,06;4430109,94
BOL;BOG;U;180;1239,53;5399144,77
BOL;BOG;U;1;21875;90835499
BOL;BOG;U;80;56,42;235967,05
BOL;BOG;KG;189,03;994,26;4282297,7
BOL;BOG;KG;1,47;40,75;175511,06
BOL;BOG;KG;7,15;271,24;1168236,1
BOL;BOG;U;1;5449,4;22717894,67
BOL;BOG;U;21;2136,54;8954837,37
BOL;BOG;U;21;12500,46;52392927,98
BOL;BOG;U;21;20016,36;83894169,34
BOL;BOG;U;21;3317,16;13903146,36
BOL;BOG;U;10;900;3772152
BOL;BOG;U;21;2249,1;9426607,84
BOL;BOG;KG;181,19;19898;85701083,96
BOL;BOG;U;399;7971,72;33233144,07
BOL;BOG;U;387;2978,07;12826607,05
BOL;BOG;M3;1209,11;792330,87;3311742773
BOL;BOG;U;94;2498,68;10444432,42
BOL;BOG;U;49;2411,57;10080314,36
BOL;BOG;U;80;1781,6;7447052,36
BOL;BOG;U;9;582,66;2435507,14
BOL;BOG;U;10;204,4;854387,91
BOL;BOG;U;2;4144,84;17325348,3
BOL;BOG;U;237;4860,14;20261340,44
BOL;BUN;KG;14584,79;131585,42;549077182,6
BOL;BUN;KG;346,31;14734,43;61463450,1
BOL;BUN;KG;251,05;6345,5;26459767,27
BOL;BUN;KG;17,25;479,97;2005329,13
BOL;BUN;KG;1117,89;10360,11;43205603,77
BOL;BUN;KG;13,01;39,93;166492,12
BOL;BUN;KG;19,7;382,51;1599761,15
BOL;BUN;KG;341,66;2071,86;8652450,71
BOL;BUN;KG;31,28;169,43;708612,17
BOL;BUN;KG;2548,28;18961,44;79115646,07
BOL;BUN;KG;22,97;1136,91;4744023,55
BOL;BUN;KG;6,63;530,47;2211847,71
BOL;BUN;KG;16,68;458,06;1915218,18
BOL;BUN;KG;255,63;3270,62;13677265,19
BOL;BUN;KG;653,12;1521,41;6344754,69
BOL;BUN;KG;734,58;12669,84;52832238,82
BOL;BUN;KG;1963,45;8253,6;34437340,05
BOL;BUN;KG;34,82;356,22;1485644,08
BOL;BUN;KG;26,56;621,11;2594939,45
BOL;BUN;KG;0,09;9,47;39606,66
BOL;BUN;KG;4,26;54,49;227895,16
