COD_PAI4;COD_SAL;CODUNI2;CANTI;FOBDOL;FOBPES
COL;MDE;KG;229,78;521,27;2125447,14
COL;MDE;KG;133,66;4065,98;16559620,36
COL;MDE;KG;18,62;1812,26;7389381,41
COL;MDE;KG;61,66;2285,24;9317928,98
COL;MDE;KG;12,13;184,91;753959,42
COL;MDE;KG;11,93;186,20;759219,32
COL;MDE;KG;28,64;1844,75;7474081,56
COL;MDE;KG;3,57;171,12;685345,86
COL;MDE;KG;8,43;215,94;880482,38
COL;MDE;U;54,00;2215,21;8894956,50
COL;MDE;U;24,00;985,84;4019703,44
COL;MDE;U;6,00;98,28;400730,80
COL;MDE;U;170,00;2272,63;9266512,46
COL;MDE;U;14,00;759,59;3097182,64
COL;MDE;U;5,00;87,91;358447,75
COL;MDE;U;15,00;291,76;1189633,89
COL;MDE;U;94,00;1166,83;4757679,31
COL;MDE;U;35,00;724,09;2952433,52
COL;MDE;U;192,00;6914,20;27994940,06
COL;MDE;U;403,00;5920,53;23795559,51
COL;MDE;U;240,00;5130,17;20712407,65
COL;MDE;U;7,00;491,99;1970449,46
COL;MDE;U;177,00;1256,44;5123058,70
COL;MDE;U;1190,00;28862,63;117685642,06
COL;MDE;2U;27,00;279,29;1138788,21
COL;MDE;U;40,00;2482,26;10121266,21
COL;MDE;U;30,00;1497,37;5997056,69
COL;MDE;U;209,00;1724,04;6961028,80
COL;MDE;U;495,00;4911,51;19987753,77
COL;MDE;KG;7,86;2445,51;9880735,38
COL;MDE;U;224,00;17546,65;70550527,74
COL;MDE;U;440,00;11020,48;44615663,05
COL;MDE;U;5,00;77,57;316287,02
COL;MDE;U;1304,00;19305,42;78716691,71
COL;MDE;U;314,00;4668,00;19033489,90
COL;MDE;U;858,00;6311,41;25734395,58
COL;MDE;KG;76,96;14654,30;59142816,66
COL;MDE;KG;162,97;16315,56;65988167,34
COL;MDE;U;541,00;6554,26;26715754,15
COL;MDE;U;63,00;1103,84;4482040,65
COL;MDE;U;60,00;491,38;2003572,46
COL;MDE;KG;75,46;8806,98;35616052,34
COL;MDE;KG;246,69;19416,27;78636653,97
COL;MDE;U;235,00;5295,60;21488976,98
COL;MDE;U;347,00;4322,19;17414672,90
COL;MDE;U;118,00;2706,73;11030041,01
COL;MDE;U;403,00;4410,75;17860410,70
COL;MDE;U;300,00;620,62;2530540,80
COL;MDE;L;90,00;1380,00;5526982,80
COL;MDE;L;243,00;1702,80;6874527,13
COL;MDE;L;13,50;19,80;79936,36
KOR;MDE;2U;2765,00;9305,47;37127801,69
KOR;MDE;U;57270,00;42966,60;174390447,04
KOR;MDE;KG;3589,00;36296,25;148737433,91
KOR;MDE;U;15200,00;8593,60;34538022,72
KOR;MDE;KG;90,00;1375,00;5551136,25
KOR;MDE;U;25710,00;16056,90;64247127,64
KOR;MDE;U;47110,00;30357,61;123107502,81
KOR;MDE;KG;662,80;9693,75;39481862,05
CIV;BOG;U;2420,00;4405,04;17827681,43
CIV;BOG;U;1400,00;14755,02;58870906,74
CRI;BOG;U;50,00;0,10;397,50
CRI;BOG;U;40,00;0,08;318,00
CRI;BOG;U;224,00;2965,50;12094263,29
CRI;BOG;U;473,00;2895,41;11766415,02
CRI;BOG;U;299,00;2780,70;11281133,05
CRI;BOG;U;24231,00;217950,59;889262302,52
CRI;BOG;U;410,00;4601,14;18726936,28
CRI;BOG;KG;2000,00;4120,00;16964965,20
CRI;BOG;U;19950,00;984,13;3962673,60
CRI;BOG;U;5950,00;297,50;1217468,17
CRI;BOG;KG;25,90;1200,26;4844862,48
CRI;BOG;M2;462,00;162,84;658425,66
CRI;BOG;KG;274,00;4926,13;19863971,33
CRI;BOG;KG;12,70;751,24;3021012,02
CRI;BOG;KG;8,59;86,40;346037,18
CRI;BOG;KG;1788,93;22873,76;92210736,45
CRI;BOG;KG;17,09;299,64;1200076,17
CRI;BOG;KG;363,22;3242,12;13022358,40
CRI;BOG;KG;21,16;196,78;805288,69
CRI;BOG;U;236,00;1652,00;6658610,07
CRI;BOG;U;1232,00;8619,88;35394807,12
CRI;BOG;U;12623,00;71329,17;288903565,40
CRI;BOG;U;2744,00;15701,92;63977560,47
CRI;BOG;U;3289,00;11840,01;48338651,29
CRI;BOG;U;9690,00;40154,92;163864098,75
CRI;BOG;U;33260,00;69601,71;283518279,19
CRI;BOG;U;59068,00;162378,85;661544082,27
CRI;BOG;U;1027,00;3393,65;13778728,04
CRI;BOG;U;2007,00;7182,07;28913186,15
CRI;BOG;U;15694,00;48851,62;197169573,23
CRI;BOG;U;2971,00;13075,74;52705941,96
CRI;BOG;U;753,00;10532,60;42591335,74
CRI;BOG;U;1063,00;2114,56;8588324,45
CRI;BOG;U;9590,00;38574,02;157662632,15
CRI;BOG;U;4,00;35,20;142366,75
CRI;BOG;U;380,00;4161,00;17133791,31
CRI;BOG;U;3,00;28,50;116631,40
CRI;BOG;U;456,00;4332,00;17565371,36
CRI;BOG;U;334,00;4826,30;19873303,77
CRI;BOG;U;300,00;2979,00;11858415,93
CRI;BOG;U;200,00;2300,00;9277809,00
CRI;BOG;U;616,00;6395,20;26333578,98
CRI;BOG;U;6416,00;34399,24;141294634,80
CRI;BOG;U;198,00;1188,00;4804877,88
CRI;BOG;U;838,00;7030,26;28521343,00
CRI;BOG;U;32448,00;231420,42;944422884,33
CRI;BOG;U;13512,00;77580,33;315607829,08
CRI;BOG;U;118,00;1138,58;4627796,00
CRI;BOG;U;152,00;937,84;3837950,76
CRI;BOG;U;640,00;2238,20;9052422,28
CRI;BOG;U;16,00;25,12;102198,70
CRI;BOG;2U;3000,00;7500,00;30451125,00
CRI;BOG;KG;283,50;2500,74;10182604,35
CRI;BOG;U;229,00;6367,75;26058934,35
CRI;BOG;U;54,00;720,58;2885966,13
CRI;BOG;U;3600,00;12523,60;50560152,68
CRI;BOG;U;74,00;515,78;2065729,83
CRI;BOG;U;4058,00;37434,87;149928900,34
CRI;BOG;U;98,00;1101,76;4412614,88
CRI;BOG;KG;100,00;1964,00;7974134,60
CRI;BOG;U;357,00;2238,39;9081013,92
CRI;BOG;U;18716,00;3274,56;13243990,66
CRI;MDE;U;3,00;36,24;146573,04
CRI;MDE;U;2897,00;58634,11;236790041,08
CRI;MDE;U;32,00;1285,76;5190857,41
CRI;MDE;U;24,00;964,32;3893143,06
CRI;MDE;KG;10,00;1160,00;4694647,60
CRI;MDE;KG;0,11;146,00;590498,46
CRI;MDE;KG;0,97;61,71;249586,71
CRI;MDE;KG;80,27;1253,45;5060415,80
CRI;MDE;U;7600,00;559,69;2259574,87
CRI;MDE;U;2,00;136,92;553774,30
CRI;MDE;U;19,00;119,77;492768,51
CRI;MDE;U;5,00;74,70;303293,20
CRI;MDE;U;45,00;31,50;127483,96
CRI;MDE;U;10,00;878,50;3553102,03
CRI;MDE;U;12,00;1130,33;4571630,98
CRI;MDE;U;140,00;7517,99;30406585,73
CRI;MDE;U;7,00;204,40;812215,06
CRI;MDE;U;20,00;588,00;2330579,16
CRI;MDE;U;329,00;6518,42;26363814,86
CRI;MDE;U;3,00;40,17;162173,92
CRI;MDE;U;35,00;3247,82;13135840,46
CRI;MDE;U;4,00;136,18;550781,37
CRI;MDE;U;51,00;3444,67;13932002,26
CRI;MDE;U;110,00;398,40;1607279,47
CRI;MDE;U;54,00;8734,97;35328673,51
CRI;MDE;U;463,00;4747,33;19200623,64
CRI;MDE;U;2,00;184,44;745969,42
CRI;MDE;U;5,00;102,80;409212,87
CRI;MDE;KG;62,29;2325,44;9405265,33
CRI;MDE;U;1125,00;271,75;1089024,83
CRI;MDE;KG;3,50;2,00;7961,34
CRI;MDE;KG;2,50;17,00;67671,39
CRI;MDE;KG;410,00;3712,70;15283663,69
CRI;MDE;U;95,00;4295,02;17329545,47
CRI;MDE;U;3,00;132,65;535533,25
CRI;MDE;U;5,00;192,61;777603,16
CRI;MDE;U;60,00;60,00;239393,40
CRI;MDE;U;629,00;8101,21;32742138,13
CRI;MDE;U;5,00;133,42;531100,99
CRI;MDE;U;35,00;731,79;2959731,96
CRI;MDE;U;4186,00;22438,80;91032865,27
CRI;MDE;U;11,00;348,83;1410275,89
CRI;MDE;U;160,00;160,00;638382,40
CRI;MDE;U;150,00;150,00;598483,50
CRI;MDE;U;1817,00;8038,45;32362775,39
CRI;MDE;U;114,00;826,88;3318573,57
CRI;MDE;U;776,00;4478,07;18033957,25
CRI;MDE;U;3,00;91,26;363275,94
CRI;MDE;U;3191,00;4013,02;16046303,36
CRI;MDE;U;175,00;2703,59;10928828,93
CRI;MDE;U;3,00;53,82;214239,65
CRI;MDE;U;9,00;486,61;1966953,71
CRI;MDE;U;183,00;1933,99;7961443,89
CRI;MDE;U;34,00;354,92;1461060,12
CRI;MDE;U;2560,00;41465,97;167303500,68
CRI;MDE;U;8,00;341,90;1387067,78
CRI;MDE;U;70,00;1439,47;5805473,96
CRI;MDE;2U;34,00;104,12;421114,37
CRI;MDE;2U;286,00;1197,76;4834081,75
CRI;MDE;2U;111,00;1585,38;6401821,35
CRI;MDE;U;6,00;35,54;143741,88
CRI;MDE;U;139,00;1379,73;5570299,09
CRI;MDE;U;10,00;101,40;417422,22
CRI;MDE;U;46,00;1195,32;4758174,46
CRI;MDE;U;2,00;75,10;298948,31
CRI;MDE;U;12,00;510,21;2041674,73
CRI;MDE;U;35,00;2089,58;8395092,02
CRI;MDE;U;81,00;3335,37;13396081,27
CRI;MDE;U;45,00;2032,12;8089199,12
CRI;MDE;U;179,00;3257,80;12912518,34
CRI;MDE;U;8,00;411,38;1660819,21
CRI;MDE;U;33,00;1409,86;5656748,23
CRI;MDE;U;37,00;988,09;3953768,45
CRI;MDE;U;12,00;515,50;2081171,43
CRI;MDE;U;102,00;3990,92;16109303,46
CRI;MDE;U;5,00;48,40;199242,95
CRI;MDE;U;4,00;116,28;462872,30
CRI;MDE;U;86,00;3770,42;15217341,87
CRI;MDE;U;33,00;1173,87;4751396,28
CRI;MDE;U;3,00;294,00;1186933,86
CRI;MDE;U;19,00;398,55;1586496,02
CRI;MDE;U;14,00;119,56;492179,50
CRI;MDE;U;75,00;1741,93;7013343,18
CRI;MDE;U;29,00;231,19;951714,44
CRI;MDE;U;61,00;516,97;2128153,53
CRI;MDE;U;3,00;23,91;98427,66
CRI;MDE;U;109,00;1598,43;6520930,98
CRI;MDE;U;19,00;607,33;2415256,69
CRI;MDE;U;296,00;5014,18;20316109,74
CRI;MDE;U;13,00;344,28;1373313,66
CRI;MDE;U;1380,00;13991,15;56344622,24
CRI;MDE;U;521,00;9213,92;37698375,78
CRI;MDE;U;70,00;1481,32;6077634,24
CRI;MDE;U;41,00;1296,89;5252575,23
CRI;MDE;U;2,00;76,08;307706,32
CRI;MDE;U;64,00;398,72;1638344,74
CRI;MDE;2U;59,00;3516,82;14223813,65
CRI;MDE;2U;318,00;15504,92;62702503,23
CRI;MDE;2U;8,00;349,92;1415254,93
CRI;MDE;2U;16,00;219,68;874473,58
CRI;MDE;U;104,00;2486,23;10205890,82
CRI;MDE;U;4,00;75,92;302212,46
CRI;MDE;U;6881,00;33733,64;134162619,23
CRI;MDE;U;4,00;67,60;269093,29
CRI;MDE;KG;7,70;492,42;1991597,61
CRI;MDE;KG;47,00;1402,00;5548793,54
CRI;MDE;U;2,00;28,20;114055,18
CRI;MDE;U;100,00;1,07;4241,01
CRI;MDE;U;1,00;19,93;80607,08
CRI;MDE;KG;64,72;1254,98;4974201,07
CRI;MDE;U;4,00;118,31;478505,97
CRI;MDE;U;4,00;97,56;388354,16
CRI;MDE;U;1489,00;621,85;2516695,35
CRI;MDE;U;528,00;4018,06;16261530,80
CRI;MDE;U;20,00;459,00;1857623,49
CRI;MDE;U;2,00;105,90;428313,60
CRI;MDE;U;3,00;368,97;1492302,85
CRI;MDE;U;15822,00;6347,47;26129931,52
CRI;MDE;KG;12,98;6,00;23884,02
CRI;MDE;KG;1,09;0,09;358,26
CRI;MDE;KG;1,14;0,08;318,45
CRI;MDE;U;212,00;1721,42;6962300,40
CRI;MDE;U;2,00;28,24;114216,96
CRI;MDE;U;7,00;69,25;280082,31
CRI;MDE;U;162,00;1720,52;6958660,34
CRI;MDE;U;3,00;28,23;114176,51
CRI;MDE;U;3,00;11,93;48251,00
CRI;MDE;U;1066,00;2803,28;11337893,99
CRI;MDE;U;441,00;3554,76;14377262,36
CRI;MDE;U;49,00;345,39;1396933,30
CRI;MDE;U;36,00;621,20;2512449,61
CRI;MDE;U;12,00;201,72;815858,55
CRI;MDE;U;323,00;1854,06;7498764,20
CRI;MDE;U;870,00;2705,70;10943230,70
CRI;MDE;KG;100,00;1090,00;4332848,10
CRI;MDE;KG;17,80;140,00;576479,40
CRI;MDE;KG;119,85;1532,65;6198818,25
CRI;MDE;U;14027,00;6609,78;26982017,63
CRI;MDE;U;485,00;7896,75;31880680,13
CRI;MDE;U;22,00;548,80;2215609,87
CRI;MDE;U;30,00;513,90;2074711,94
CRI;MDE;U;12,00;87,60;353657,84
CRI;MDE;U;63,00;5534,84;22790866,01
CRI;MDE;U;1591,00;3609,12;14861309,51
CRI;MDE;U;1920,00;10323,60;41753903,42
CRI;MDE;KG;276,00;2340,00;9576052,20
CRI;MDE;KG;130,00;1677,00;6837866,88
CRI;MDE;U;1,00;4,94;19979,87
CRI;MDE;U;97,00;494,83;2001344,87
CRI;MDE;U;6,00;112,98;456948,73
CRI;MDE;U;111,00;1420,58;5745550,01
CRI;MDE;U;102,00;1391,40;5627531,21
CRI;MDE;U;1,00;12,10;48938,57
CRI;MDE;U;72,00;994,18;4020970,95
CRI;MDE;U;14,00;209,01;845343,03
CRI;MDE;U;40,00;501,50;2028321,76
CRI;MDE;U;17,00;194,31;785888,73
CRI;MDE;U;5,00;48,35;195552,05
CRI;MDE;U;12,00;201,72;815858,55
CRI;MDE;2U;4,00;52,76;213388,34
CRI;MDE;2U;1,00;7,69;31102,28
CRI;MDE;U;4,00;26,88;108716,42
CRI;MDE;U;5,00;27,45;111021,79
CRI;MDE;U;100,00;115,40;475054,48
CRI;MDE;KG;0,96;111,56;459246,78
CRI;MDE;KG;3,30;384,68;1583569,84
CRI;MDE;KG;0,18;21,16;87107,04
CRI;MDE;KG;0,03;3,85;15848,87
CRI;MDE;KG;0,03;3,85;15848,87
CRI;MDE;KG;0,64;75,01;308785,41
CRI;MDE;U;1000,00;3154,39;12985330,33
CRI;MDE;U;2000,00;961,70;3958924,60
CRI;MDE;U;1300,00;305,82;1258935,55
CRI;MDE;U;2000,00;7693,63;31671520,32
CRI;MDE;KG;0,73;85,59;352338,93
CRI;MDE;U;100,00;6,73;27704,65
CRI;MDE;U;50,00;272,16;1120371,13
CRI;MDE;KG;218,70;1541,00;6125613,69
CRI;MDE;U;33,00;989,94;4072900,24
CRI;MDE;U;4,00;192,73;792947,11
CRI;MDE;U;3,00;105,13;432535,30
CRI;MDE;U;6,00;448,33;1818847,91
CRI;MDE;U;4,00;72,99;296116,05
CRI;MDE;U;5,00;123,12;499490,45
CRI;MDE;U;90,00;2944,88;11949628,51
CRI;MDE;U;22,00;543,05;2234265,18
CRI;MDE;U;90,00;1734,00;7140109,14
CRI;MDE;U;16,00;794,76;3224293,63
CRI;MDE;U;24,00;846,31;3481964,76
CRI;MDE;U;6,00;211,58;870501,47
CRI;MDE;U;8,00;379,16;1538229,37
CRI;MDE;U;191,00;5467,84;22496279,43
CRI;MDE;U;8,00;433,82;1759981,71
CRI;MDE;U;32,00;361,60;1474402,30
CRI;MDE;U;8,00;72,00;293575,68
CRI;MDE;U;47,00;415,80;1695399,55
CRI;MDE;U;98,00;530,90;2164712,89
CRI;MDE;U;4,00;34,80;141894,91
CRI;MDE;U;34,00;462,40;1885408,25
CRI;MDE;U;27,00;342,20;1395299,96
CRI;MDE;U;2,00;21,60;88072,70
CRI;MDE;U;30,00;273,00;1113141,12
CRI;MDE;U;140,00;1232,40;5025037,05
CRI;MDE;U;57,00;525,90;2144325,69
CRI;MDE;U;193,00;1556,10;6344904,38
CRI;MDE;U;48,00;388,80;1585308,67
CRI;MDE;U;155,00;3307,50;13619325,82
CRI;MDE;M3;133,56;108732,78;436643195,06
CUB;MDE;M3;92,37;75035,17;301739891,31
CUW;BOG;U;1,00;2124,00;8623758,60
CUW;BOG;KG;4,40;45,67;184831,51
CUW;BOG;M2;7,59;19,07;77178,38
CUW;MDE;U;8,00;38,40;158077,05
CUW;MDE;U;34,00;411,66;1661949,63
CUW;MDE;U;30,00;350,10;1423433,07
CUW;MDE;U;8,00;132,72;535815,85
CUW;MDE;U;32,00;370,08;1494083,27
CUW;MDE;U;35,00;296,05;1194805,57
CUW;MDE;U;160,00;2605,36;10592846,63
CUW;MDE;U;14,00;523,04;2111611,85
CUW;MDE;U;7,00;261,52;1055805,92
CUW;MDE;U;6,00;147,18;594193,62
CUW;MDE;U;8,00;226,40;914019,81
CUW;MDE;U;194,00;3227,89;13123922,88
CUW;MDE;U;29,00;711,37;2871935,85
CUW;MDE;U;111,00;2542,74;10265524,50
CUW;MDE;U;20,00;566,00;2285049,54
CUW;MDE;U;199,00;2563,16;10265609,58
CUW;MDE;U;23,00;263,64;1083776,51
CUW;MDE;U;176,00;3960,30;16302931,37
CUW;MDE;U;6,00;68,40;281574,75
CUW;MDE;U;4,00;38,60;158900,37
CUW;MDE;U;3,00;19,00;76706,61
CUW;MDE;U;33,00;334,42;1350117,07
CUW;MDE;U;10,00;103,40;417445,44
CUW;MDE;U;67,00;598,88;2417792,34
CUW;MDE;U;5,00;58,58;236498,59
CUW;MDE;U;6,00;48,24;194754,04
CUW;MDE;U;9,00;102,51;413852,34
CUW;MDE;U;13,00;187,59;757336,47
CUW;MDE;U;6,00;82,02;331130,32
CUW;MDE;U;12,00;175,74;709495,77
CUW;MDE;U;8,00;78,23;315829,37
CUW;MDE;U;17,00;194,14;783780,06
CUW;MDE;U;12,00;149,22;602429,49
CUW;MDE;U;10,00;133,45;538763,00
CUW;MDE;U;7,00;77,13;311388,46
CUW;MDE;U;2,00;22,78;91967,18
CUW;MDE;U;2,00;22,78;91967,18
CUW;MDE;U;1,00;11,39;45983,59
CUW;MDE;U;1,00;11,39;45983,59
CUW;MDE;U;4,00;60,76;245299,66
CUW;MDE;M3;30,32;27458,29;110345806,93
CHL;BOG;KG;540,61;8036,58;31946128,79
CHL;BOG;U;75,00;728,25;2978621,07
CHL;BOG;U;485,00;2861,00;11704582,03
CHL;BOG;U;20,00;1492,74;6037401,85
CHL;BOG;U;3,00;545,11;2204702,84
CHL;BOG;U;251,00;17276,97;69876877,93
CHL;BOG;U;156,00;8674,51;35084142,44
CHL;BOG;U;425,00;18414,47;74477508,05
CHL;BOG;U;11,00;532,69;2154470,03
CHL;BOG;U;528,00;15654,21;63313608,88
CHL;BOG;U;524,00;16606,16;67163780,18
CHL;BOG;U;19773,00;146724,02;597133444,21
CHL;BOG;U;858,00;8282,56;33575780,21
CHL;BOG;U;148,00;1207,68;4935391,73
CHL;BOG;U;486,00;11435,58;47075594,27
CHL;BOG;KG;5000,00;8240,00;33266445,60
CHL;BOG;KG;345,15;12035,82;47635007,32
CHL;BOG;KG;795,91;63905,19;253135308,60
CHL;BOG;KG;779,42;8888,30;36087831,24
CHL;BOG;KG;824,80;14331,04;56802080,21
CHL;BOG;KG;10,00;0,50;1987,54
CHL;BOG;KG;500,00;2570,00;10366943,10
CHL;BOG;KG;2,46;1116,00;4591547,64
CHL;BOG;U;70000,00;4550,00;18632179,50
CHL;BOG;U;252,00;13674,64;54357924,71
CHL;BOG;U;10000,00;18200,00;73610082,00
CHL;BOG;U;226,00;2771,29;11016127,16
CHL;BOG;U;32,00;2250,70;8946735,06
CHL;BOG;U;55,00;4093,96;16273859,45
CHL;BOG;U;77,00;6625,24;26335925,26
CHL;BOG;U;470,00;4909,05;19513915,56
CHL;BOG;U;24,00;474,00;1886837,58
CHL;BOG;U;3200,00;2462,00;9800409,54
CHL;BOG;U;3000,00;929,50;3700032,76
CHL;BOG;KG;129,62;6125,50;24349458,43
CHL;BOG;KG;4,60;38,40;152857,72
CHL;BOG;U;20,00;475,70;1890950,31
CHL;BOG;U;353,00;2611,23;10542752,80
CHL;BOG;U;1564,00;11272,22;45907121,48
CHL;BOG;U;45,00;1037,63;4124672,63
CHL;BOG;U;840,00;4363,80;17346497,74
CHL;BOG;U;24,00;549,99;2186259,74
CHL;BOG;U;26,00;850,58;3381625,74
CHL;BOG;U;210,00;719,30;2924330,91
CHL;BOG;U;1114,00;4512,88;18417346,95
CHL;BOG;U;3103,00;6391,34;26029005,35
CHL;BOG;U;58337,00;120943,84;491978523,64
CHL;BOG;U;8,00;151,60;603469,57
CHL;BOG;U;45,00;1234,41;4913778,85
CHL;BOG;U;14,00;393,12;1564880,99
CHL;BOG;U;177,00;3202,67;12734566,87
CHL;BOG;U;12006,00;40488,17;163348745,83
CHL;BOG;U;39,00;700,09;2831521,00
CHL;BOG;U;2167,00;39076,10;156996947,38
CHL;BOG;U;28,00;54,84;223560,36
CHL;BOG;U;3496,00;10335,77;41300972,46
CHL;BOG;2U;46,00;89,52;355850,05
CHL;BOG;U;51,00;3207,57;12973048,94
CHL;BOG;U;10,00;597,40;2416190,27
CHL;BOG;U;15,00;444,95;1768716,29
CHL;BOG;U;330,00;10526,10;42572916,71
CHL;BOG;U;162,00;3344,02;13292780,46
CHL;BOG;U;60,00;300,00;1223232,00
CHL;BOG;U;36,00;1659,00;6603931,53
CHL;BOG;U;88,00;3772,00;15015087,24
CHL;BOG;U;110,00;4778,80;19022825,79
CHL;BOG;U;48,00;1758,90;7001600,46
CHL;BOG;U;12,00;157,54;629425,27
CHL;BOG;U;50,00;584,50;2323440,10
CHL;BOG;U;118,00;3234,64;12876034,40
CHL;BOG;U;27,00;240,32;971976,64
CHL;BOG;U;104,00;2185,45;8695319,50
CHL;BOG;U;3,00;18,44;74839,34
CHL;BOG;U;16,00;2105,28;8368677,47
CHL;BOG;U;70,00;1950,84;7765650,26
CHL;BOG;U;42,00;751,88;2992986,15
CHL;BOG;U;347,00;4172,35;16875111,29
CHL;BOG;U;365,00;6381,12;25572468,01
CHL;BOG;U;24,00;565,20;2249874,68
CHL;BOG;U;18818,00;130517,15;531793232,82
CHL;BOG;U;19515,00;111568,21;455390451,73
CHL;BOG;U;301,00;2847,14;11612229,71
CHL;BOG;U;912,00;5022,20;20557155,20
CHL;BOG;U;9,00;184,90;738346,98
CHL;BOG;U;264,00;1009,54;4083094,62
CHL;BOG;U;560,00;3993,70;16428303,18
CHL;BOG;2U;426,00;15502,96;61625661,26
CHL;BOG;2U;42,00;617,24;2453584,55
CHL;BOG;2U;1,00;16,37;65163,56
CHL;BOG;U;24,00;390,00;1552461,30
CHL;BOG;KG;4,13;328,82;1307089,09
CHL;BOG;U;27,00;128,98;512707,10
CHL;BOG;KG;66,93;409,62;1658080,13
CHL;BOG;U;8100,00;6480,00;25758583,20
CHL;BOG;U;45,00;482,55;1974753,84
CHL;BOG;U;304,00;1854,40;7588816,74
CHL;BOG;U;4459,00;33950,94;138938450,20
CHL;BOG;U;136,00;1313,52;5375357,30
CHL;BOG;U;160,00;1266,80;5184163,64
CHL;BOG;U;9,00;58,50;237848,71
CHL;BOG;U;1,00;4,12;16751,05
CHL;BOG;U;12,00;24,48;99530,53
CHL;BOG;U;31,00;79,22;322091,88
CHL;BOG;U;2556,00;12064,32;49371178,66
CHL;BOG;U;1,00;4,02;16344,47
CHL;BOG;U;2,00;27,80;113028,96
CHL;BOG;U;1,00;7,00;28460,53
CHL;BOG;U;33,00;246,28;1001322,76
CHL;BOG;U;6,00;55,22;224512,92
CHL;BOG;U;2,00;20,80;84568,43
CHL;BOG;KG;0,22;1,07;4350,39
CHL;BOG;KG;0,44;1,50;6176,56
CHL;BOG;KG;0,41;0,30;1192,52
CHL;BOG;KG;10,99;16,00;63690,72
CHL;BOG;U;4,00;29,00;115277,61
CHL;BOG;U;6,00;42,00;166953,78
CHL;BOG;U;14,00;1,40;5565,12
CHL;BOG;KG;6,00;6,00;23884,02
CHL;BOG;KG;1,16;0,16;636,90
CHL;BOG;KG;25,24;119,00;490007,49
CHL;BOG;KG;4,26;0,26;1034,97
CHL;BOG;U;4,00;4,00;16470,84
CHL;BOG;U;12,00;7,20;29647,51
CHL;BOG;U;6,00;1,80;7155,16
CHL;BOG;KG;100,00;530,00;2139710,70
CHL;BOG;U;45,00;2251,49;9154085,52
CHL;BOG;U;192,00;1746,37;7100373,68
CHL;BOG;U;18,00;700,71;2848939,71
CHL;BOG;U;127,00;6791,80;27614032,51
CHL;BOG;U;35,00;3731,80;15172715,12
CHL;BOG;U;1104,00;7430,12;30209307,59
CHL;BOG;U;4,00;82,20;329215,93
CHL;BOG;U;700,00;613,00;2455101,78
CHL;BOG;U;1630,00;605,10;2423461,80
CHL;BOG;KG;5,13;15,00;60075,90
CHL;BOG;KG;8,76;88,50;354447,81
CHL;BOG;U;38,00;462,46;1880265,24
CHL;BOG;U;8,00;160,88;654104,29
CHL;BOG;U;52,00;614,64;2498997,16
CHL;BOG;U;510,00;7987,40;32222316,14
CHL;BOG;U;45,00;992,52;4035377,89
CHL;BOG;U;110,00;1511,26;6144465,79
CHL;BOG;U;35,00;918,25;3733411,66
CHL;BOG;U;30,00;178,25;713901,94
CHL;BOG;U;293,00;2424,19;9709026,40
CHL;BOG;U;10,00;129,50;518655,27
CHL;BOG;U;824,00;9715,77;39178410,32
CHL;BOG;U;38,00;178,02;712980,78
CHL;BOG;U;22,00;277,82;1112685,76
CHL;BOG;U;2143,00;40025,30;160999292,57
CHL;BOG;U;45,00;852,21;3416043,88
CHL;BOG;2U;111,00;264,07;1073653,16
CHL;BOG;2U;16,00;40,31;163891,99
CHL;BOG;U;19,00;135,91;552581,51
CHL;BOG;U;90,00;1837,71;7471742,94
CHL;BOG;U;8,00;288,20;1154258,29
CHL;BOG;U;8,00;208,80;848936,95
CHL;BOG;U;43,00;1935,05;7845489,27
CHL;BOG;U;44,00;2421,80;9699454,30
CHL;BOG;U;64,00;2236,20;8956115,17
CHL;BOG;U;5,00;124,75;499631,23
CHL;BOG;U;9,00;186,93;760018,12
CHL;BOG;U;105,00;2889,00;11570618,34
CHL;BOG;U;48,00;728,64;2962497,22
CHL;BOG;U;55,00;1532,17;6225755,67
CHL;BOG;U;66,00;851,40;3461613,60
CHL;BOG;U;4,00;94,80;379679,68
CHL;BOG;U;158,00;4056,08;16244843,76
CHL;BOG;U;41,00;832,66;3334853,25
CHL;BOG;U;100,00;3956,05;15844217,61
CHL;BOG;U;154,00;6226,95;24939308,36
CHL;BOG;U;348,00;5668,37;22702161,95
CHL;BOG;U;11,00;81,84;327774,11
CHL;BOG;2U;555,00;16814,63;68364754,50
CHL;BOG;2U;88,00;2454,42;9979156,29
CHL;BOG;U;10,00;179,70;719709,28
CHL;BOG;U;18,00;292,50;1171480,05
CHL;BOG;KG;4,56;218,54;888537,74
CHL;BOG;U;65,00;661,06;2687731,13
CHL;BOG;U;185,00;4717,17;18696833,49
CHL;BOG;KG;3,60;2,00;8010,12
CHL;MDE;KG;5,50;1605,00;6491438,55
CHL;MDE;U;492,00;16522,40;65678027,01
CHL;MDE;U;6,00;126,00;500861,34
CHL;MDE;U;8,00;444,60;1767325,01
CHL;MDE;U;6,00;313,20;1244998,18
CHL;MDE;U;5,00;171,00;679740,39
CHL;MDE;U;15,00;819,00;3255598,71
CHL;MDE;U;10,00;468,00;1860342,12
CHL;MDE;U;6,00;280,80;1116205,27
CHL;MDE;U;10,00;167,13;661462,10
CHL;MDE;KG;0,90;0,05;197,88
CHL;MDE;U;60,00;636,20;2517933,27
CHL;MDE;U;355,00;6995,52;27686659,19
CHL;MDE;U;80,00;415,98;1646353,16
CHN;BOG;U;4012,00;55477,25;223326696,43
